suburb,state,postcode,domain_slug,property_category,bedrooms,median_sold_price,days_on_market,auction_clearance_rate,number_sold,median_rent_price,rental_yield_pct,entry_level_price,luxury_level_price
Orange,NSW,2800,orange-nsw-2800,House,2,600000,36,0,58,500,4.33,379250,797500
Orange,NSW,2800,orange-nsw-2800,House,3,675000,30,0,422,560,4.31,434500,1000000
Orange,NSW,2800,orange-nsw-2800,House,4,875000,45,0,318,680,4.04,630800,1510000
Orange,NSW,2800,orange-nsw-2800,House,5,1000000,70,0,63,760,3.95,745500,1995000
Orange,NSW,2800,orange-nsw-2800,Unit,1,0,0,0,4,390,,0,0
Orange,NSW,2800,orange-nsw-2800,Unit,2,487500,36,0,60,470,5.01,379750,622750
Orange,NSW,2800,orange-nsw-2800,Unit,3,605000,43,0,13,540,4.64,519000,788000
Box Hill,NSW,2765,box-hill-nsw-2765,House,2,0,0,0,4,550,,0,0
Box Hill,NSW,2765,box-hill-nsw-2765,House,3,1158000,30,0,27,750,3.37,883500,1315000
Box Hill,NSW,2765,box-hill-nsw-2765,House,4,1250000,61,0.59375,299,820,3.41,975550,1561500
Box Hill,NSW,2765,box-hill-nsw-2765,House,5,1475000,62,0.5102040816326531,220,900,3.17,1187000,1823000
Box Hill,NSW,2765,box-hill-nsw-2765,Unit,1,0,0,0,3,495,,0,0
Box Hill,NSW,2765,box-hill-nsw-2765,Unit,2,0,0,0,5,0,,0,0
Box Hill,NSW,2765,box-hill-nsw-2765,Unit,3,807000,0,0,11,0,,667500,1002500
Port Macquarie,NSW,2444,port-macquarie-nsw-2444,House,2,630000,40,0,58,530,4.37,333000,1170000
Port Macquarie,NSW,2444,port-macquarie-nsw-2444,House,3,840000,25,0.42857142857142855,352,648,4.01,614750,1400000
Port Macquarie,NSW,2444,port-macquarie-nsw-2444,House,4,1050000,33,0.4230769230769231,302,755,3.74,819425,1859000
Port Macquarie,NSW,2444,port-macquarie-nsw-2444,House,5,1252500,61,0.14285714285714285,55,875,3.63,853750,2658750
Port Macquarie,NSW,2444,port-macquarie-nsw-2444,Unit,1,355000,166,0,18,400,5.86,186500,507250
Port Macquarie,NSW,2444,port-macquarie-nsw-2444,Unit,2,590000,35,0,230,495,4.36,409575,927750
Port Macquarie,NSW,2444,port-macquarie-nsw-2444,Unit,3,770000,38,0,113,600,4.05,579000,2060000
Schofields,NSW,2762,schofields-nsw-2762,House,2,0,0,0,5,620,,0,0
Schofields,NSW,2762,schofields-nsw-2762,House,3,1155000,24,0.5882352941176471,48,750,3.38,885733,1573000
Schofields,NSW,2762,schofields-nsw-2762,House,4,1251115,29,0.6626506024096386,193,830,3.45,899545,1534500
Schofields,NSW,2762,schofields-nsw-2762,House,5,1400000,37,0.5428571428571428,57,900,3.34,1225000,1747000
Schofields,NSW,2762,schofields-nsw-2762,Unit,1,510000,69,0,53,550,5.61,368000,800000
Schofields,NSW,2762,schofields-nsw-2762,Unit,2,615250,61,0,211,660,5.58,550450,744600
Schofields,NSW,2762,schofields-nsw-2762,Unit,3,761000,121,0,69,750,5.12,684600,929280
Tamworth,NSW,2340,tamworth-nsw-2340,House,2,0,0,0,1,445,,0,0
Tamworth,NSW,2340,tamworth-nsw-2340,House,3,0,0,0,2,540,,0,0
Tamworth,NSW,2340,tamworth-nsw-2340,House,4,0,0,0,4,0,,0,0
Tamworth,NSW,2340,tamworth-nsw-2340,House,5,0,0,0,2,0,,0,0
Tamworth,NSW,2340,tamworth-nsw-2340,Unit,1,0,0,0,1,0,,0,0
Tamworth,NSW,2340,tamworth-nsw-2340,Unit,2,0,0,0,0,430,,0,0
Tamworth,NSW,2340,tamworth-nsw-2340,Unit,3,0,0,0,0,0,,0,0
Dubbo,NSW,2830,dubbo-nsw-2830,House,2,550000,32,0,68,430,4.07,370000,891250
Dubbo,NSW,2830,dubbo-nsw-2830,House,3,619500,23,0,378,550,4.62,434600,781000
Dubbo,NSW,2830,dubbo-nsw-2830,House,4,750000,31,0,451,650,4.51,523000,1188000
Dubbo,NSW,2830,dubbo-nsw-2830,House,5,880400,73,0,55,740,4.37,520000,1418000
Dubbo,NSW,2830,dubbo-nsw-2830,Unit,1,0,0,0,1,340,,0,0
Dubbo,NSW,2830,dubbo-nsw-2830,Unit,2,422500,44,0,34,390,4.8,303875,547000
Dubbo,NSW,2830,dubbo-nsw-2830,Unit,3,0,0,0,5,520,,0,0
Goulburn,NSW,2580,goulburn-nsw-2580,House,2,550000,32,0.6363636363636364,46,430,4.07,315000,708750
Goulburn,NSW,2580,goulburn-nsw-2580,House,3,649000,34,0.6363636363636364,275,500,4.01,496500,896750
Goulburn,NSW,2580,goulburn-nsw-2580,House,4,795000,54,0.38636363636363635,194,600,3.92,597200,1289000
Goulburn,NSW,2580,goulburn-nsw-2580,House,5,899000,77,0,43,560,3.24,551600,1718000
Goulburn,NSW,2580,goulburn-nsw-2580,Unit,1,0,0,0,2,340,,0,0
Goulburn,NSW,2580,goulburn-nsw-2580,Unit,2,370000,48,0,22,400,5.62,270000,594250
Goulburn,NSW,2580,goulburn-nsw-2580,Unit,3,635000,0,0,14,0,,300000,760000
Marsden Park,NSW,2765,marsden-park-nsw-2765,House,2,815000,26,0,17,680,4.34,369000,872500
Marsden Park,NSW,2765,marsden-park-nsw-2765,House,3,900000,47,0,83,750,4.33,850300,1149000
Marsden Park,NSW,2765,marsden-park-nsw-2765,House,4,1199500,44,0.45,215,840,3.64,923250,1429000
Marsden Park,NSW,2765,marsden-park-nsw-2765,House,5,1425000,50,0.4411764705882353,113,900,3.28,1163750,1741750
Marsden Park,NSW,2765,marsden-park-nsw-2765,Unit,1,589990,0,0,10,500,4.41,544680,645490
Marsden Park,NSW,2765,marsden-park-nsw-2765,Unit,2,719990,0,0,12,665,4.8,709990,719990
Marsden Park,NSW,2765,marsden-park-nsw-2765,Unit,3,0,0,0,7,0,,0,0
Austral,NSW,2179,austral-nsw-2179,House,2,0,0,0,5,550,,0,0
Austral,NSW,2179,austral-nsw-2179,House,3,1017500,36,0,40,720,3.68,679850,1407500
Austral,NSW,2179,austral-nsw-2179,House,4,1135000,30,0.4222222222222222,248,800,3.67,665000,1606100
Austral,NSW,2179,austral-nsw-2179,House,5,1309000,38,0.5,139,900,3.58,1078000,1565420
Austral,NSW,2179,austral-nsw-2179,Unit,1,0,0,0,0,425,,0,0
Austral,NSW,2179,austral-nsw-2179,Unit,2,0,0,0,1,550,,0,0
Austral,NSW,2179,austral-nsw-2179,Unit,3,0,0,0,0,0,,0,0
Googong,NSW,2620,googong-nsw-2620,House,2,675000,0,0,13,625,4.81,597447,717940
Googong,NSW,2620,googong-nsw-2620,House,3,835000,33,0,44,700,4.36,702000,1072600
Googong,NSW,2620,googong-nsw-2620,House,4,1110000,78,0,180,845,3.96,918000,1381000
Googong,NSW,2620,googong-nsw-2620,House,5,1300000,57,0,21,880,3.52,1020000,1950000
Googong,NSW,2620,googong-nsw-2620,Unit,1,0,0,0,2,0,,0,0
Googong,NSW,2620,googong-nsw-2620,Unit,2,560000,49,0,17,590,5.48,482000,607000
Googong,NSW,2620,googong-nsw-2620,Unit,3,0,0,0,1,0,,0,0
Glenmore Park,NSW,2745,glenmore-park-nsw-2745,House,2,760000,0,0,15,570,3.9,738000,820000
Glenmore Park,NSW,2745,glenmore-park-nsw-2745,House,3,1005000,9,0,99,680,3.52,830000,1161500
Glenmore Park,NSW,2745,glenmore-park-nsw-2745,House,4,1295000,16,0,168,815,3.27,938750,1697500
Glenmore Park,NSW,2745,glenmore-park-nsw-2745,House,5,1628000,17,0,58,990,3.16,1340400,2245000
Glenmore Park,NSW,2745,glenmore-park-nsw-2745,Unit,1,0,0,0,1,455,,0,0
Glenmore Park,NSW,2745,glenmore-park-nsw-2745,Unit,2,740000,39,0,36,660,4.64,547500,806250
Glenmore Park,NSW,2745,glenmore-park-nsw-2745,Unit,3,900000,0,0,13,0,,802000,1013000
Oran Park,NSW,2570,oran-park-nsw-2570,House,2,875000,18,0,15,550,3.27,754000,1535000
Oran Park,NSW,2570,oran-park-nsw-2570,House,3,1020000,18,0,29,720,3.67,913800,1231000
Oran Park,NSW,2570,oran-park-nsw-2570,House,4,1195250,25,0.5625,222,780,3.39,971000,1560500
Oran Park,NSW,2570,oran-park-nsw-2570,House,5,1370000,40,0,72,900,3.42,1088750,1686250
Oran Park,NSW,2570,oran-park-nsw-2570,Unit,1,0,0,0,6,450,,0,0
Oran Park,NSW,2570,oran-park-nsw-2570,Unit,2,775000,56,0,17,650,4.36,661900,832500
Oran Park,NSW,2570,oran-park-nsw-2570,Unit,3,0,0,0,0,0,,0,0
Armidale,NSW,2350,armidale-nsw-2350,House,2,450000,55,0,50,420,4.85,298500,739250
Armidale,NSW,2350,armidale-nsw-2350,House,3,570000,28,0.4,272,500,4.56,390000,767500
Armidale,NSW,2350,armidale-nsw-2350,House,4,700000,48,0.3333333333333333,226,575,4.27,500625,1035000
Armidale,NSW,2350,armidale-nsw-2350,House,5,810000,61,0,61,650,4.17,553000,1350000
Armidale,NSW,2350,armidale-nsw-2350,Unit,1,0,0,0,5,295,,0,0
Armidale,NSW,2350,armidale-nsw-2350,Unit,2,335000,65,0,33,370,5.74,253800,556500
Armidale,NSW,2350,armidale-nsw-2350,Unit,3,512500,0,0,21,480,4.87,370500,670500
St Ives,NSW,2075,st-ives-nsw-2075,House,2,0,0,0,7,0,,0,0
St Ives,NSW,2075,st-ives-nsw-2075,House,3,2100000,61,0.5476190476190477,41,1200,2.97,1550000,3800000
St Ives,NSW,2075,st-ives-nsw-2075,House,4,3100000,56,0.47959183673469385,81,1500,2.52,2099000,4462200
St Ives,NSW,2075,st-ives-nsw-2075,House,5,3888000,91,0.46875,94,1800,2.41,2607000,7290000
St Ives,NSW,2075,st-ives-nsw-2075,Unit,1,630000,99,0,16,690,5.7,557000,727000
St Ives,NSW,2075,st-ives-nsw-2075,Unit,2,962500,45,0.43859649122807015,85,850,4.59,770000,1346025
St Ives,NSW,2075,st-ives-nsw-2075,Unit,3,1630000,43,0.41935483870967744,37,1150,3.67,1114000,3065000
Muswellbrook,NSW,2333,muswellbrook-nsw-2333,House,2,405000,49,0,18,420,5.39,296750,679500
Muswellbrook,NSW,2333,muswellbrook-nsw-2333,House,3,530000,26,0,160,520,5.1,380000,718200
Muswellbrook,NSW,2333,muswellbrook-nsw-2333,House,4,665000,33,0,151,620,4.85,520000,830000
Muswellbrook,NSW,2333,muswellbrook-nsw-2333,House,5,767500,41,0,32,680,4.61,590725,1091050
Muswellbrook,NSW,2333,muswellbrook-nsw-2333,Unit,1,0,0,0,0,280,,0,0
Muswellbrook,NSW,2333,muswellbrook-nsw-2333,Unit,2,322500,0,0,14,390,6.29,274750,413500
Muswellbrook,NSW,2333,muswellbrook-nsw-2333,Unit,3,462500,0,0,10,520,5.85,374500,549250
Coffs Harbour,NSW,2450,coffs-harbour-nsw-2450,House,2,589000,31,0,36,550,4.86,445000,1143750
Coffs Harbour,NSW,2450,coffs-harbour-nsw-2450,House,3,790000,30,0.5,237,660,4.34,606500,1342250
Coffs Harbour,NSW,2450,coffs-harbour-nsw-2450,House,4,923000,34,0,117,780,4.39,758750,1518750
Coffs Harbour,NSW,2450,coffs-harbour-nsw-2450,House,5,1001000,63,0,35,890,4.62,740800,1600500
Coffs Harbour,NSW,2450,coffs-harbour-nsw-2450,Unit,1,557500,106,0,18,450,4.2,352100,652900
Coffs Harbour,NSW,2450,coffs-harbour-nsw-2450,Unit,2,530000,40,0,177,520,5.1,409800,840000
Coffs Harbour,NSW,2450,coffs-harbour-nsw-2450,Unit,3,715000,40,0,64,650,4.73,499900,1319750
Jordan Springs,NSW,2747,jordan-springs-nsw-2747,House,2,0,0,0,0,470,,0,0
Jordan Springs,NSW,2747,jordan-springs-nsw-2747,House,3,983000,9,0,26,720,3.81,901000,1148000
Jordan Springs,NSW,2747,jordan-springs-nsw-2747,House,4,1125000,21,0,123,800,3.7,978550,1360250
Jordan Springs,NSW,2747,jordan-springs-nsw-2747,House,5,1323500,32,0,28,900,3.54,491707,1680000
Jordan Springs,NSW,2747,jordan-springs-nsw-2747,Unit,1,0,0,0,0,0,,0,0
Jordan Springs,NSW,2747,jordan-springs-nsw-2747,Unit,2,547500,41,0,25,630,5.98,513000,817000
Jordan Springs,NSW,2747,jordan-springs-nsw-2747,Unit,3,0,0,0,8,0,,0,0
Kellyville,NSW,2155,kellyville-nsw-2155,House,2,0,0,0,0,598,,0,0
Kellyville,NSW,2155,kellyville-nsw-2155,House,3,1368750,32,0.5384615384615384,46,850,3.23,1170000,1717500
Kellyville,NSW,2155,kellyville-nsw-2155,House,4,1832500,39,0.6534653465346535,150,950,2.7,1493500,2644300
Kellyville,NSW,2155,kellyville-nsw-2155,House,5,2281250,51,0.4880952380952381,108,1200,2.74,1800000,3632500
Kellyville,NSW,2155,kellyville-nsw-2155,Unit,1,600000,73,0,27,628,5.44,515000,681500
Kellyville,NSW,2155,kellyville-nsw-2155,Unit,2,810000,32,0,43,730,4.69,592500,910000
Kellyville,NSW,2155,kellyville-nsw-2155,Unit,3,0,0,0,7,850,,0,0
Mayfield,NSW,2304,mayfield-nsw-2304,House,2,920000,17,0,36,620,3.5,730000,1091250
Mayfield,NSW,2304,mayfield-nsw-2304,House,3,1042500,16,0.8918918918918919,122,730,3.64,820900,1400500
Mayfield,NSW,2304,mayfield-nsw-2304,House,4,1300000,46,0.7142857142857143,27,840,3.36,912000,1566000
Mayfield,NSW,2304,mayfield-nsw-2304,House,5,0,0,0,8,0,,0,0
Mayfield,NSW,2304,mayfield-nsw-2304,Unit,1,0,0,0,1,420,,0,0
Mayfield,NSW,2304,mayfield-nsw-2304,Unit,2,730000,26,0,17,590,4.2,528000,1206000
Mayfield,NSW,2304,mayfield-nsw-2304,Unit,3,0,0,0,7,0,,0,0
New Lambton,NSW,2305,new-lambton-nsw-2305,House,2,980000,23,0,19,650,3.45,742500,1282900
New Lambton,NSW,2305,new-lambton-nsw-2305,House,3,1227000,24,0.5526315789473685,101,773,3.28,895000,1810000
New Lambton,NSW,2305,new-lambton-nsw-2305,House,4,1630000,35,0.65,39,1000,3.19,1138500,2487500
New Lambton,NSW,2305,new-lambton-nsw-2305,House,5,2210000,0,0,14,0,,1167800,3060000
New Lambton,NSW,2305,new-lambton-nsw-2305,Unit,1,0,0,0,2,450,,0,0
New Lambton,NSW,2305,new-lambton-nsw-2305,Unit,2,750000,17,0,27,600,4.16,649250,926250
New Lambton,NSW,2305,new-lambton-nsw-2305,Unit,3,0,0,0,7,0,,0,0
Spring Farm,NSW,2570,spring-farm-nsw-2570,House,2,0,0,0,1,505,,0,0
Spring Farm,NSW,2570,spring-farm-nsw-2570,House,3,1015000,11,0,34,700,3.59,918250,1144394
Spring Farm,NSW,2570,spring-farm-nsw-2570,House,4,1142500,18,0,130,770,3.5,977250,1338750
Spring Farm,NSW,2570,spring-farm-nsw-2570,House,5,0,0,0,9,0,,0,0
Spring Farm,NSW,2570,spring-farm-nsw-2570,Unit,1,0,0,0,0,440,,0,0
Spring Farm,NSW,2570,spring-farm-nsw-2570,Unit,2,0,0,0,1,505,,0,0
Spring Farm,NSW,2570,spring-farm-nsw-2570,Unit,3,0,0,0,0,0,,0,0
Griffith,NSW,2680,griffith-nsw-2680,House,2,455000,0,0,17,450,5.14,299400,1160000
Griffith,NSW,2680,griffith-nsw-2680,House,3,590000,30,0.7272727272727273,134,500,4.41,430000,757975
Griffith,NSW,2680,griffith-nsw-2680,House,4,770000,49,0.6111111111111112,106,600,4.05,533000,1312000
Griffith,NSW,2680,griffith-nsw-2680,House,5,897500,46,0,15,0,,577750,1107000
Griffith,NSW,2680,griffith-nsw-2680,Unit,1,0,0,0,0,320,,0,0
Griffith,NSW,2680,griffith-nsw-2680,Unit,2,0,0,0,5,410,,0,0
Griffith,NSW,2680,griffith-nsw-2680,Unit,3,597000,0,0,12,480,4.18,492550,767750
Leppington,NSW,2179,leppington-nsw-2179,House,2,0,0,0,2,530,,0,0
Leppington,NSW,2179,leppington-nsw-2179,House,3,1034500,19,0,18,730,3.67,621250,4489312
Leppington,NSW,2179,leppington-nsw-2179,House,4,1243000,28,0.5555555555555556,122,810,3.39,1025750,1554750
Leppington,NSW,2179,leppington-nsw-2179,House,5,1430000,39,0,53,880,3.2,1125000,2691000
Leppington,NSW,2179,leppington-nsw-2179,Unit,1,0,0,0,0,0,,0,0
Leppington,NSW,2179,leppington-nsw-2179,Unit,2,0,0,0,3,0,,0,0
Leppington,NSW,2179,leppington-nsw-2179,Unit,3,0,0,0,0,0,,0,0
Mudgee,NSW,2850,mudgee-nsw-2850,House,2,575000,63,0,19,500,4.52,435100,948000
Mudgee,NSW,2850,mudgee-nsw-2850,House,3,680000,51,0,158,600,4.59,506600,887000
Mudgee,NSW,2850,mudgee-nsw-2850,House,4,820000,64,0,125,700,4.44,624000,1232000
Mudgee,NSW,2850,mudgee-nsw-2850,House,5,972500,106,0,19,790,4.22,785500,1402000
Mudgee,NSW,2850,mudgee-nsw-2850,Unit,1,0,0,0,0,340,,0,0
Mudgee,NSW,2850,mudgee-nsw-2850,Unit,2,470000,63,0,32,450,4.98,405050,588550
Mudgee,NSW,2850,mudgee-nsw-2850,Unit,3,594500,0,0,10,575,5.03,525750,758750
Rutherford,NSW,2320,rutherford-nsw-2320,House,2,630000,0,0,10,500,4.13,497750,841750
Rutherford,NSW,2320,rutherford-nsw-2320,House,3,750000,14,0,158,600,4.16,627000,846400
Rutherford,NSW,2320,rutherford-nsw-2320,House,4,830000,20,0,115,690,4.32,673150,1002700
Rutherford,NSW,2320,rutherford-nsw-2320,House,5,1005000,32,0,20,0,,688250,1202500
Rutherford,NSW,2320,rutherford-nsw-2320,Unit,1,0,0,0,1,0,,0,0
Rutherford,NSW,2320,rutherford-nsw-2320,Unit,2,535000,28,0,16,480,4.67,502500,585000
Rutherford,NSW,2320,rutherford-nsw-2320,Unit,3,0,0,0,9,0,,0,0
Cessnock,NSW,2325,cessnock-nsw-2325,House,2,570888,22,0,39,480,4.37,369500,684550
Cessnock,NSW,2325,cessnock-nsw-2325,House,3,706000,20,0,177,570,4.2,572500,901250
Cessnock,NSW,2325,cessnock-nsw-2325,House,4,780000,21,0,99,650,4.33,654300,1050000
Cessnock,NSW,2325,cessnock-nsw-2325,House,5,905000,39,0,21,0,,779000,1200000
Cessnock,NSW,2325,cessnock-nsw-2325,Unit,1,0,0,0,0,350,,0,0
Cessnock,NSW,2325,cessnock-nsw-2325,Unit,2,520000,23,0,27,465,4.65,407750,550000
Cessnock,NSW,2325,cessnock-nsw-2325,Unit,3,550000,0,0,11,550,5.2,515000,957500
Turramurra,NSW,2074,turramurra-nsw-2074,House,2,0,0,0,4,0,,0,0
Turramurra,NSW,2074,turramurra-nsw-2074,House,3,2400000,0,0.4772727272727273,32,1100,2.38,1589000,4722500
Turramurra,NSW,2074,turramurra-nsw-2074,House,4,2840000,110,0.4714285714285714,46,1395,2.55,2032500,4380000
Turramurra,NSW,2074,turramurra-nsw-2074,House,5,4230000,88,0.44554455445544555,68,1800,2.21,2621000,7240000
Turramurra,NSW,2074,turramurra-nsw-2074,Unit,1,626000,65,0,24,630,5.23,563000,689250
Turramurra,NSW,2074,turramurra-nsw-2074,Unit,2,850000,41,0.631578947368421,30,780,4.77,707150,1250000
Turramurra,NSW,2074,turramurra-nsw-2074,Unit,3,1380000,0,0.6666666666666666,15,1113,4.19,1122400,2687500
Maroubra,NSW,2035,maroubra-nsw-2035,House,2,2130000,0,0.5757575757575758,34,1000,2.44,1253000,3167000
Maroubra,NSW,2035,maroubra-nsw-2035,House,3,2510000,43,0.6344086021505376,99,1300,2.69,1715000,3453000
Maroubra,NSW,2035,maroubra-nsw-2035,House,4,3265444,64,0.425531914893617,76,1850,2.95,2321500,5325000
Maroubra,NSW,2035,maroubra-nsw-2035,House,5,3900000,55,0.48148148148148145,48,2040,2.72,2500000,6485000
Maroubra,NSW,2035,maroubra-nsw-2035,Unit,1,708750,59,0.47619047619047616,64,730,5.36,528750,1047000
Maroubra,NSW,2035,maroubra-nsw-2035,Unit,2,1167500,35,0.6019417475728155,114,900,4.01,880000,1649750
Maroubra,NSW,2035,maroubra-nsw-2035,Unit,3,1388000,67,0.5,37,1250,4.68,1141400,2010000
Merrylands,NSW,2160,merrylands-nsw-2160,House,2,1275000,23,0.7333333333333333,32,610,2.49,583500,1947500
Merrylands,NSW,2160,merrylands-nsw-2160,House,3,1220000,33,0.5178571428571429,101,750,3.2,865700,1802450
Merrylands,NSW,2160,merrylands-nsw-2160,House,4,1417500,50,0.6181818181818182,61,950,3.49,1100000,1986050
Merrylands,NSW,2160,merrylands-nsw-2160,House,5,1575000,54,0.6190476190476191,50,1300,4.29,1180750,2251750
Merrylands,NSW,2160,merrylands-nsw-2160,Unit,1,450000,37,0,44,610,7.05,367500,680000
Merrylands,NSW,2160,merrylands-nsw-2160,Unit,2,511898,34,0,251,620,6.3,430000,690000
Merrylands,NSW,2160,merrylands-nsw-2160,Unit,3,720000,26,0,41,750,5.42,585000,985000
East Maitland,NSW,2323,east-maitland-nsw-2323,House,2,690000,16,0,19,530,3.99,561000,876500
East Maitland,NSW,2323,east-maitland-nsw-2323,House,3,790000,21,0,121,620,4.08,658000,1100000
East Maitland,NSW,2323,east-maitland-nsw-2323,House,4,917500,34,0,59,720,4.08,788500,1367500
East Maitland,NSW,2323,east-maitland-nsw-2323,House,5,1100000,43,0,22,0,,786000,1977500
East Maitland,NSW,2323,east-maitland-nsw-2323,Unit,1,0,0,0,2,393,,0,0
East Maitland,NSW,2323,east-maitland-nsw-2323,Unit,2,550000,32,0,31,490,4.63,445000,645250
East Maitland,NSW,2323,east-maitland-nsw-2323,Unit,3,0,0,0,8,585,,0,0
Lithgow,NSW,2790,lithgow-nsw-2790,House,2,470000,31,0,45,405,4.48,370000,603000
Lithgow,NSW,2790,lithgow-nsw-2790,House,3,570000,51,0,70,480,4.38,429500,755500
Lithgow,NSW,2790,lithgow-nsw-2790,House,4,682500,37,0,32,530,4.04,505000,830750
Lithgow,NSW,2790,lithgow-nsw-2790,House,5,0,0,0,2,0,,0,0
Lithgow,NSW,2790,lithgow-nsw-2790,Unit,1,0,0,0,0,270,,0,0
Lithgow,NSW,2790,lithgow-nsw-2790,Unit,2,0,0,0,3,360,,0,0
Lithgow,NSW,2790,lithgow-nsw-2790,Unit,3,0,0,0,1,0,,0,0
Wallsend,NSW,2287,wallsend-nsw-2287,House,2,772500,19,0,30,600,4.04,640250,884500
Wallsend,NSW,2287,wallsend-nsw-2287,House,3,848750,16,0.8888888888888888,143,690,4.23,670000,1067000
Wallsend,NSW,2287,wallsend-nsw-2287,House,4,990000,29,0,42,780,4.1,682500,1408750
Wallsend,NSW,2287,wallsend-nsw-2287,House,5,0,0,0,8,0,,0,0
Wallsend,NSW,2287,wallsend-nsw-2287,Unit,1,0,0,0,9,420,,0,0
Wallsend,NSW,2287,wallsend-nsw-2287,Unit,2,662500,21,0,24,550,4.32,566000,734475
Wallsend,NSW,2287,wallsend-nsw-2287,Unit,3,738500,0,0,12,0,,691000,782500
Umina Beach,NSW,2257,umina-beach-nsw-2257,House,2,995000,23,0,32,550,2.87,733750,1372500
Umina Beach,NSW,2257,umina-beach-nsw-2257,House,3,1170000,30,0,110,700,3.11,857250,1638500
Umina Beach,NSW,2257,umina-beach-nsw-2257,House,4,1400000,50,0.18181818181818182,87,880,3.27,1015000,2226000
Umina Beach,NSW,2257,umina-beach-nsw-2257,House,5,1480000,51,0,33,1050,3.69,1132000,1922800
Umina Beach,NSW,2257,umina-beach-nsw-2257,Unit,1,0,0,0,1,400,,0,0
Umina Beach,NSW,2257,umina-beach-nsw-2257,Unit,2,757572,25,0,18,550,3.78,566450,1054500
Umina Beach,NSW,2257,umina-beach-nsw-2257,Unit,3,970000,52,0,26,700,3.75,736500,1425000
Singleton,NSW,2330,singleton-nsw-2330,House,2,610000,45,0,14,510,4.35,390750,928800
Singleton,NSW,2330,singleton-nsw-2330,House,3,690000,43,0,56,620,4.67,537500,812500
Singleton,NSW,2330,singleton-nsw-2330,House,4,797500,50,0,34,663,4.32,626500,1118750
Singleton,NSW,2330,singleton-nsw-2330,House,5,929000,54,0,11,0,,682500,1182500
Singleton,NSW,2330,singleton-nsw-2330,Unit,1,0,0,0,1,370,,0,0
Singleton,NSW,2330,singleton-nsw-2330,Unit,2,0,0,0,9,500,,0,0
Singleton,NSW,2330,singleton-nsw-2330,Unit,3,0,0,0,4,570,,0,0
Gregory Hills,NSW,2557,gregory-hills-nsw-2557,House,2,0,0,0,7,550,,0,0
Gregory Hills,NSW,2557,gregory-hills-nsw-2557,House,3,980000,15,0,33,700,3.71,875000,1121250
Gregory Hills,NSW,2557,gregory-hills-nsw-2557,House,4,1150000,20,0.5,119,780,3.53,985000,1507500
Gregory Hills,NSW,2557,gregory-hills-nsw-2557,House,5,1251250,19,0,18,860,3.57,1094850,1589500
Gledswood Hills,NSW,2557,gledswood-hills-nsw-2557,House,2,0,0,0,1,550,,0,0
Gledswood Hills,NSW,2557,gledswood-hills-nsw-2557,House,3,1192500,0,0,12,750,3.27,966400,1603000
Gledswood Hills,NSW,2557,gledswood-hills-nsw-2557,House,4,1370000,23,0,100,850,3.23,1169800,1900000
Gledswood Hills,NSW,2557,gledswood-hills-nsw-2557,House,5,1705000,63,0,45,1100,3.35,1323000,3016000
Merewether,NSW,2291,merewether-nsw-2291,House,2,1142500,27,0,18,700,3.19,878250,2360850
Merewether,NSW,2291,merewether-nsw-2291,House,3,1575000,35,0.45,88,930,3.07,1050000,2841000
Merewether,NSW,2291,merewether-nsw-2291,House,4,2350000,64,0.5909090909090909,57,1300,2.88,1389200,4002000
Merewether,NSW,2291,merewether-nsw-2291,House,5,3025000,57,0,27,1725,2.97,1671000,6905000
Merewether,NSW,2291,merewether-nsw-2291,Unit,1,0,0,0,8,490,,0,0
Merewether,NSW,2291,merewether-nsw-2291,Unit,2,850000,20,0.9,62,640,3.92,711750,1247000
Merewether,NSW,2291,merewether-nsw-2291,Unit,3,1101944,0,0,10,850,4.01,822500,1955000
Riverstone,NSW,2765,riverstone-nsw-2765,House,2,0,0,0,4,520,,0,0
Riverstone,NSW,2765,riverstone-nsw-2765,House,3,1025000,36,0,109,670,3.4,895250,1349000
Riverstone,NSW,2765,riverstone-nsw-2765,House,4,1200000,43,0.41935483870967744,139,780,3.38,905850,1628750
Riverstone,NSW,2765,riverstone-nsw-2765,House,5,1280000,46,0,59,900,3.66,969500,1700000
Riverstone,NSW,2765,riverstone-nsw-2765,Unit,1,0,0,0,0,0,,0,0
Riverstone,NSW,2765,riverstone-nsw-2765,Unit,2,0,0,0,0,550,,0,0
Riverstone,NSW,2765,riverstone-nsw-2765,Unit,3,0,0,0,0,0,,0,0
Denham Court,NSW,2565,denham-court-nsw-2565,House,2,865000,0,0,11,680,4.09,835000,885000
Denham Court,NSW,2565,denham-court-nsw-2565,House,3,1051250,14,0,15,740,3.66,954850,1257500
Denham Court,NSW,2565,denham-court-nsw-2565,House,4,1295000,24,0.4,84,850,3.41,1100000,1698500
Denham Court,NSW,2565,denham-court-nsw-2565,House,5,1680000,37,0,27,990,3.06,1151500,2990500
Denham Court,NSW,2565,denham-court-nsw-2565,Unit,1,0,0,0,0,0,,0,0
Denham Court,NSW,2565,denham-court-nsw-2565,Unit,2,0,0,0,0,0,,0,0
Denham Court,NSW,2565,denham-court-nsw-2565,Unit,3,0,0,0,0,0,,0,0
The Ponds,NSW,2769,the-ponds-nsw-2769,House,2,0,0,0,1,600,,0,0
The Ponds,NSW,2769,the-ponds-nsw-2769,House,3,1250000,0,0,17,820,3.41,1145000,1584000
